example_id                                                               | status  | run_time        |
------------------------------------------------------------------------ | ------- | --------------- |
./spec/controllers/application_controller_spec.rb[1:1:1]                 | passed  | 0.04925 seconds |
./spec/controllers/application_controller_spec.rb[1:1:2]                 | passed  | 0.01399 seconds |
./spec/controllers/backend_controller_spec.rb[1:1]                       | failed  | 2.59 seconds    |
./spec/controllers/backend_controller_spec.rb[1:2]                       | failed  | 1.38 seconds    |
./spec/controllers/backend_controller_spec.rb[1:3]                       | failed  | 1.35 seconds    |
./spec/controllers/backend_controller_spec.rb[1:4]                       | passed  | 1.41 seconds    |
./spec/controllers/backend_controller_spec.rb[1:5]                       | passed  | 0.00542 seconds |
./spec/controllers/backend_controller_spec.rb[1:6]                       | passed  | 0.15144 seconds |
./spec/controllers/backend_controller_spec.rb[1:7]                       | passed  | 0.00926 seconds |
./spec/controllers/backend_controller_spec.rb[1:8]                       | passed  | 10.01 seconds   |
./spec/controllers/backend_controller_spec.rb[1:9]                       | passed  | 0.00245 seconds |
./spec/controllers/catalog_controller_spec.rb[1:1:1]                     | passed  | 0.54061 seconds |
./spec/controllers/catalog_controller_spec.rb[1:1:2]                     | passed  | 0.1029 seconds  |
./spec/controllers/google_appliance_controller_spec.rb[1:1]              | passed  | 0.00231 seconds |
./spec/controllers/google_appliance_controller_spec.rb[1:2]              | passed  | 0.5443 seconds  |
./spec/controllers/item_alerts_controller_spec.rb[1:1:1]                 | failed  | 0.00637 seconds |
./spec/controllers/item_alerts_controller_spec.rb[1:1:2]                 | failed  | 0.00264 seconds |
./spec/controllers/item_alerts_controller_spec.rb[1:1:3]                 | failed  | 0.00232 seconds |
./spec/controllers/item_alerts_controller_spec.rb[1:1:4]                 | failed  | 0.00226 seconds |
./spec/controllers/item_alerts_controller_spec.rb[1:1:5]                 | failed  | 0.00324 seconds |
./spec/controllers/item_alerts_controller_spec.rb[1:1:6]                 | failed  | 0.00266 seconds |
./spec/controllers/item_alerts_controller_spec.rb[1:1:7]                 | failed  | 0.00233 seconds |
./spec/controllers/item_alerts_controller_spec.rb[1:1:8]                 | failed  | 0.00252 seconds |
./spec/controllers/locations_controller_spec.rb[1:1:1:1]                 | failed  | 0.00235 seconds |
./spec/controllers/locations_controller_spec.rb[1:1:1:2]                 | failed  | 0.00209 seconds |
./spec/controllers/locations_controller_spec.rb[1:1:1:3]                 | failed  | 0.00262 seconds |
./spec/controllers/locations_controller_spec.rb[1:1:1:4]                 | failed  | 0.00236 seconds |
./spec/controllers/locations_controller_spec.rb[1:1:2:1]                 | failed  | 0.00248 seconds |
./spec/controllers/saved_lists_controller_spec.rb[1:1]                   | failed  | 0.0046 seconds  |
./spec/controllers/saved_lists_controller_spec.rb[1:2]                   | failed  | 0.00472 seconds |
./spec/controllers/spectrum_controller_spec.rb[1:1:1]                    | passed  | 0.16278 seconds |
./spec/controllers/spectrum_controller_spec.rb[1:1:2]                    | passed  | 0.00956 seconds |
./spec/controllers/spectrum_controller_spec.rb[1:2:1]                    | passed  | 0.00651 seconds |
./spec/controllers/spectrum_controller_spec.rb[1:2:2]                    | passed  | 0.00774 seconds |
./spec/features/academic_commons/academic_commons_interface_spec.rb[1:1] | failed  | 16.11 seconds   |
./spec/features/academic_commons/academic_commons_interface_spec.rb[1:2] | failed  | 0.04566 seconds |
./spec/features/archives/archives_interface_spec.rb[1:1]                 | failed  | 0.22537 seconds |
./spec/features/archives/archives_interface_spec.rb[1:2]                 | failed  | 0.02468 seconds |
./spec/features/articles/articles_advanced_search_spec.rb[1:1]           | failed  | 1.11 seconds    |
./spec/features/articles/articles_advanced_search_spec.rb[1:2]           | failed  | 0.05157 seconds |
./spec/features/articles/articles_advanced_search_spec.rb[1:3]           | failed  | 0.04535 seconds |
./spec/features/articles/articles_advanced_search_spec.rb[1:4:1]         | failed  | 0.18317 seconds |
./spec/features/articles/articles_advanced_search_spec.rb[1:4:2]         | failed  | 0.03813 seconds |
./spec/features/articles/articles_advanced_search_spec.rb[1:4:3]         | failed  | 0.03295 seconds |
./spec/features/articles/articles_advanced_search_spec.rb[1:4:4]         | failed  | 0.03432 seconds |
./spec/features/articles/filter_settings_spec.rb[1:1]                    | failed  | 0.03913 seconds |
./spec/features/articles/filter_settings_spec.rb[1:2]                    | failed  | 0.16215 seconds |
./spec/features/articles/filter_settings_spec.rb[1:3]                    | failed  | 0.00712 seconds |
./spec/features/articles/filter_settings_spec.rb[1:4]                    | failed  | 0.03329 seconds |
./spec/features/articles/filter_settings_spec.rb[1:5]                    | failed  | 0.52129 seconds |
./spec/features/articles/filter_settings_spec.rb[1:6]                    | failed  | 0.49139 seconds |
./spec/features/articles/pagination_links_spec.rb[1:1]                   | failed  | 0.52095 seconds |
./spec/features/articles/pagination_links_spec.rb[1:2]                   | failed  | 0.64678 seconds |
./spec/features/articles/pagination_links_spec.rb[1:3]                   | failed  | 2.63 seconds    |
./spec/features/articles/summon_interface_spec.rb[1:1:1]                 | failed  | 1.46 seconds    |
./spec/features/articles/summon_interface_spec.rb[1:1:2]                 | failed  | 0.76713 seconds |
./spec/features/articles/summon_interface_spec.rb[1:1:3]                 | failed  | 1.67 seconds    |
./spec/features/articles/summon_interface_spec.rb[1:1:4]                 | failed  | 0.52403 seconds |
./spec/features/articles/summon_interface_spec.rb[1:2]                   | failed  | 2.35 seconds    |
./spec/features/articles/summon_interface_spec.rb[2:1]                   | failed  | 0.51381 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:1]             | failed  | 0.04051 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:2]             | failed  | 0.04347 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:3]             | failed  | 0.22802 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:4]             | failed  | 0.18926 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:5]             | failed  | 0.06482 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:6]             | failed  | 0.19838 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:7]             | failed  | 0.19225 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:8]             | failed  | 0.19506 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:9]             | failed  | 0.22923 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:10]            | failed  | 0.06404 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:11]            | failed  | 0.20055 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:12]            | failed  | 0.20148 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:13]            | failed  | 0.19431 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:14]            | failed  | 0.06294 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:15]            | failed  | 0.23508 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:16]            | failed  | 0.20025 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:17]            | failed  | 0.06413 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:18]            | failed  | 0.20823 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:19]            | failed  | 0.20271 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:20]            | failed  | 0.20777 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:21]            | failed  | 0.06754 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:22]            | failed  | 0.20993 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:23]            | failed  | 0.20216 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:24]            | failed  | 0.20382 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:25]            | failed  | 0.06298 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:26]            | failed  | 0.21419 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:27]            | failed  | 0.27565 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:28]            | failed  | 0.28885 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:29]            | failed  | 0.07364 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:30]            | failed  | 0.21209 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:31]            | failed  | 0.23094 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:32]            | failed  | 0.22614 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:33]            | failed  | 0.07886 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:34]            | failed  | 0.22543 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:35]            | failed  | 0.20794 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:36]            | failed  | 0.06284 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:37]            | failed  | 0.22127 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:38]            | failed  | 0.21188 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:39]            | failed  | 0.20859 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:40]            | failed  | 0.06594 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:41]            | failed  | 0.21411 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:42]            | failed  | 0.22359 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:43]            | failed  | 0.04922 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:44]            | failed  | 0.05145 seconds |
./spec/features/catalog/catalog_advanced_search_spec.rb[1:45]            | failed  | 0.21985 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:1]                   | failed  | 0.08472 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:2]                   | failed  | 0.07975 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:3]                   | failed  | 0.02228 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:4]                   | failed  | 0.02456 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:5]                   | failed  | 0.02035 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:6]                   | failed  | 0.08335 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:7]                   | failed  | 0.07973 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:8]                   | failed  | 0.02229 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:9]                   | failed  | 0.02328 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:10:1]                | failed  | 0.03677 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:10:2]                | failed  | 0.09312 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:11]                  | pending | 0.00096 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:12]                  | failed  | 0.02077 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:13]                  | failed  | 0.07812 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:14]                  | failed  | 0.27721 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:15]                  | failed  | 0.13786 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:16]                  | failed  | 0.06628 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:17]                  | failed  | 0.25304 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:18]                  | failed  | 0.01073 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:19]                  | failed  | 0.01131 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:20]                  | failed  | 0.01019 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:21]                  | failed  | 0.01009 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:22]                  | failed  | 0.01557 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:23]                  | failed  | 0.00957 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:24]                  | failed  | 0.00765 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:25]                  | failed  | 0.07619 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:26]                  | failed  | 0.07433 seconds |
./spec/features/catalog/catalog_interface_spec.rb[1:27]                  | failed  | 0.00901 seconds |
./spec/features/catalog/linked_fields_spec.rb[1:1]                       | failed  | 0.06969 seconds |
./spec/features/catalog/linked_fields_spec.rb[1:2]                       | failed  | 0.07603 seconds |
./spec/features/catalog/linked_fields_spec.rb[1:3]                       | failed  | 0.27201 seconds |
./spec/features/catalog/linked_fields_spec.rb[1:4]                       | failed  | 0.10644 seconds |
./spec/features/catalog/linked_fields_spec.rb[1:5]                       | failed  | 0.13356 seconds |
./spec/features/catalog/linked_fields_spec.rb[1:6]                       | failed  | 0.07182 seconds |
./spec/features/catalog/linked_fields_spec.rb[1:7]                       | failed  | 0.08361 seconds |
./spec/features/catalog/linked_fields_spec.rb[1:8]                       | failed  | 0.06353 seconds |
./spec/features/catalog/linked_fields_spec.rb[1:9]                       | failed  | 0.06764 seconds |
./spec/features/catalog/linked_fields_spec.rb[1:10]                      | failed  | 0.06465 seconds |
./spec/features/catalog/virtual_shelf_browse_spec.rb[1:1]                | failed  | 0.07592 seconds |
./spec/features/catalog/virtual_shelf_browse_spec.rb[1:2]                | failed  | 0.21764 seconds |
./spec/features/catalog/virtual_shelf_browse_spec.rb[1:3]                | failed  | 0.07895 seconds |
./spec/features/coins_encoding_for_zotero_spec.rb[1:1:1:1:1]             | failed  | 0.00906 seconds |
./spec/features/coins_encoding_for_zotero_spec.rb[1:1:1:2:1]             | failed  | 0.00668 seconds |
./spec/features/coins_encoding_for_zotero_spec.rb[1:1:1:3:1]             | failed  | 0.00673 seconds |
./spec/features/coins_encoding_for_zotero_spec.rb[1:1:2:1:1]             | failed  | 0.00708 seconds |
./spec/features/coins_encoding_for_zotero_spec.rb[1:1:2:2:1]             | failed  | 0.00768 seconds |
./spec/features/coins_encoding_for_zotero_spec.rb[1:2:1:1]               | failed  | 0.06856 seconds |
./spec/features/coins_encoding_for_zotero_spec.rb[1:2:2:1]               | failed  | 0.06384 seconds |
./spec/features/coins_encoding_for_zotero_spec.rb[1:2:3:1]               | failed  | 0.06267 seconds |
./spec/features/coins_encoding_for_zotero_spec.rb[1:2:4:1]               | failed  | 0.0647 seconds  |
./spec/features/coins_encoding_for_zotero_spec.rb[1:2:5:1]               | failed  | 0.06316 seconds |
./spec/features/databases/databases_interface_spec.rb[1:1]               | failed  | 0.22284 seconds |
./spec/features/databases/databases_interface_spec.rb[1:2]               | failed  | 0.03274 seconds |
./spec/features/databases/databases_interface_spec.rb[1:3]               | failed  | 0.04309 seconds |
./spec/features/databases/highlighted_spec.rb[1:1]                       | failed  | 0.20661 seconds |
./spec/features/databases/highlighted_spec.rb[1:2]                       | failed  | 0.02143 seconds |
./spec/features/databases/highlighted_spec.rb[1:3]                       | failed  | 0.02102 seconds |
./spec/features/databases/highlighted_spec.rb[1:4]                       | failed  | 0.07488 seconds |
./spec/features/email_item_spec.rb[1:1:1:1]                              | failed  | 0.00292 seconds |
./spec/features/email_item_spec.rb[1:1:1:2]                              | failed  | 0.00178 seconds |
./spec/features/email_item_spec.rb[1:1:1:3]                              | failed  | 0.00157 seconds |
./spec/features/email_item_spec.rb[1:1:1:4]                              | failed  | 0.00191 seconds |
./spec/features/email_item_spec.rb[1:1:1:5]                              | failed  | 0.00164 seconds |
./spec/features/email_item_spec.rb[1:1:1:6]                              | failed  | 0.00194 seconds |
./spec/features/email_item_spec.rb[1:1:1:7]                              | failed  | 0.00319 seconds |
./spec/features/email_item_spec.rb[1:2:1:1]                              | failed  | 0.00207 seconds |
./spec/features/email_item_spec.rb[1:2:1:2]                              | failed  | 0.00159 seconds |
./spec/features/email_item_spec.rb[1:2:1:3]                              | failed  | 0.00157 seconds |
./spec/features/email_item_spec.rb[1:2:1:4]                              | failed  | 0.00161 seconds |
./spec/features/email_item_spec.rb[1:2:1:5]                              | failed  | 0.00155 seconds |
./spec/features/email_item_spec.rb[1:2:1:6]                              | failed  | 0.00155 seconds |
./spec/features/email_item_spec.rb[1:2:1:7]                              | failed  | 0.00264 seconds |
./spec/features/email_item_spec.rb[1:3:1:1]                              | failed  | 0.01576 seconds |
./spec/features/email_item_spec.rb[1:3:2:1]                              | failed  | 0.22356 seconds |
./spec/features/html_escape_spec.rb[1:1]                                 | failed  | 0.00684 seconds |
./spec/features/invalid_urls_spec.rb[1:1]                                | failed  | 0.00626 seconds |
./spec/features/journals/journals_interface_spec.rb[1:1]                 | failed  | 0.00679 seconds |
./spec/features/journals/journals_interface_spec.rb[1:2]                 | failed  | 0.02214 seconds |
./spec/features/law_support_spec.rb[1:1]                                 | failed  | 0.02286 seconds |
./spec/features/law_support_spec.rb[1:2]                                 | failed  | 0.00757 seconds |
./spec/features/law_support_spec.rb[1:3]                                 | failed  | 0.07401 seconds |
./spec/features/libraries_website/lweb_interface_spec.rb[1:1]            | failed  | 0.16966 seconds |
./spec/features/libraries_website/lweb_interface_spec.rb[1:2]            | failed  | 0.19341 seconds |
./spec/features/libraries_website/lweb_interface_spec.rb[1:3]            | failed  | 0.32115 seconds |
./spec/features/libraries_website/lweb_interface_spec.rb[2:1]            | failed  | 0.45678 seconds |
./spec/features/libraries_website/pagination_links_spec.rb[1:1]          | failed  | 0.14183 seconds |
./spec/features/libraries_website/pagination_links_spec.rb[1:2]          | failed  | 0.12869 seconds |
./spec/features/library_hours_spec.rb[1:1]                               | failed  | 0.00001 seconds |
./spec/features/library_hours_spec.rb[1:2]                               | failed  | 0 seconds       |
./spec/features/library_hours_spec.rb[1:3]                               | failed  | 0 seconds       |
./spec/features/locations_spec.rb[1:1:1]                                 | failed  | 0.02217 seconds |
./spec/features/locations_spec.rb[1:1:2]                                 | failed  | 0.02838 seconds |
./spec/features/locations_spec.rb[1:1:3]                                 | failed  | 0.02373 seconds |
./spec/features/locations_spec.rb[1:1:4]                                 | failed  | 0.02184 seconds |
./spec/features/locations_spec.rb[1:1:5]                                 | failed  | 0.02225 seconds |
./spec/features/locations_spec.rb[1:1:6]                                 | failed  | 0.0215 seconds  |
./spec/features/locations_spec.rb[1:1:7]                                 | failed  | 0.02435 seconds |
./spec/features/locations_spec.rb[1:1:8]                                 | failed  | 0.02245 seconds |
./spec/features/locations_spec.rb[1:1:9]                                 | failed  | 0.02276 seconds |
./spec/features/locations_spec.rb[1:1:10]                                | failed  | 0.02123 seconds |
./spec/features/locations_spec.rb[1:1:11]                                | failed  | 0.19073 seconds |
./spec/features/locations_spec.rb[1:1:12]                                | failed  | 0.0261 seconds  |
./spec/features/locations_spec.rb[1:1:13]                                | failed  | 0.00943 seconds |
./spec/features/locations_spec.rb[1:1:14]                                | failed  | 0.00866 seconds |
./spec/features/locations_spec.rb[1:1:15]                                | failed  | 0.02282 seconds |
./spec/features/locations_spec.rb[1:1:16:1]                              | unknown |                 |
./spec/features/locations_spec.rb[1:1:16:2]                              | unknown |                 |
./spec/features/locations_spec.rb[1:1:16:3]                              | unknown |                 |
./spec/features/locations_spec.rb[1:1:16:4]                              | unknown |                 |
./spec/features/menus_spec.rb[1:1]                                       | failed  | 0.02655 seconds |
./spec/features/new_arrivals/new_arrivals_interface_spec.rb[1:1]         | failed  | 0.04098 seconds |
./spec/features/new_arrivals/new_arrivals_interface_spec.rb[1:2]         | failed  | 0.0076 seconds  |
./spec/features/new_arrivals/new_arrivals_interface_spec.rb[1:3]         | failed  | 0.0197 seconds  |
./spec/features/prod_settings_spec.rb[1:1]                               | passed  | 0.0034 seconds  |
./spec/features/quicksearch_spec.rb[1:1]                                 | failed  | 0.22043 seconds |
./spec/features/quicksearch_spec.rb[1:2]                                 | failed  | 0.05709 seconds |
./spec/features/quicksearch_spec.rb[1:3]                                 | failed  | 0.20062 seconds |
./spec/features/quicksearch_spec.rb[1:4]                                 | failed  | 0.20335 seconds |
./spec/features/quicksearch_spec.rb[1:5]                                 | failed  | 0.20058 seconds |
./spec/features/quicksearch_spec.rb[1:6]                                 | failed  | 0.04306 seconds |
./spec/features/quicksearch_spec.rb[1:7]                                 | failed  | 0.04471 seconds |
./spec/features/saved_lists/saved_list_interface_spec.rb[1:1]            | failed  | 0.00235 seconds |
./spec/features/saved_lists/saved_list_interface_spec.rb[1:2]            | failed  | 0.00153 seconds |
./spec/features/saved_lists/saved_list_interface_spec.rb[1:3]            | failed  | 0.00099 seconds |
./spec/features/saved_lists/saved_list_interface_spec.rb[1:4:1]          | unknown |                 |
./spec/features/saved_lists/saved_list_interface_spec.rb[1:4:2]          | unknown |                 |
./spec/features/search_boxes_cross_fill_spec.rb[1:1]                     | failed  | 0.24601 seconds |
./spec/features/source_sanity_check_spec.rb[1:1]                         | failed  | 0.0466 seconds  |
./spec/features/source_sanity_check_spec.rb[1:2]                         | failed  | 0.04568 seconds |
./spec/features/source_sanity_check_spec.rb[2:1]                         | failed  | 0.20699 seconds |
./spec/features/source_sanity_check_spec.rb[3:1]                         | failed  | 0.04387 seconds |
./spec/features/source_sanity_check_spec.rb[3:2]                         | failed  | 0.04969 seconds |
./spec/features/voyager_api/test_collection_output_spec.rb[1:1]          | failed  | 0.17394 seconds |
./spec/features/voyager_api/test_collection_output_spec.rb[1:2]          | failed  | 0.33921 seconds |
./spec/features/voyager_api/test_collection_spec.rb[1:1]                 | failed  | 0.15119 seconds |
./spec/features/voyager_api/test_record_spec.rb[1:1]                     | failed  | 0.96356 seconds |
./spec/features/voyager_api/test_record_spec.rb[1:2]                     | failed  | 0.21815 seconds |
./spec/features/voyager_api/test_record_spec.rb[1:3]                     | failed  | 0.20533 seconds |
./spec/features/voyager_api/test_record_spec.rb[1:4]                     | failed  | 0.19419 seconds |
./spec/features/voyager_api/test_record_spec.rb[1:5:1]                   | failed  | 0.19432 seconds |
./spec/features/voyager_api/test_record_spec.rb[1:5:2]                   | failed  | 0.3729 seconds  |
./spec/features/voyager_api/test_record_spec.rb[1:5:3]                   | failed  | 0.08948 seconds |
./spec/features/voyager_api/test_record_spec.rb[1:6]                     | failed  | 0.18878 seconds |
./spec/features/voyager_api/test_record_spec.rb[1:7]                     | failed  | 0.19968 seconds |
./spec/helpers/display_helper_spec.rb[1:1]                               | passed  | 0.00758 seconds |
./spec/helpers/display_helper_spec.rb[1:2]                               | passed  | 0.00398 seconds |
./spec/helpers/display_helper_spec.rb[1:3]                               | passed  | 0.00357 seconds |
./spec/helpers/display_helper_spec.rb[1:4:1]                             | passed  | 0.02399 seconds |
./spec/helpers/display_helper_spec.rb[1:4:2:1]                           | passed  | 0.0096 seconds  |
./spec/helpers/display_helper_spec.rb[1:4:3:1]                           | passed  | 0.00907 seconds |
./spec/helpers/display_helper_spec.rb[1:4:4:1]                           | passed  | 0.00746 seconds |
./spec/helpers/display_helper_spec.rb[1:4:5:1]                           | passed  | 0.00952 seconds |
./spec/helpers/display_helper_spec.rb[1:5:1]                             | passed  | 0.00463 seconds |
./spec/helpers/display_helper_spec.rb[1:5:2]                             | passed  | 0.00494 seconds |
./spec/helpers/display_helper_spec.rb[1:6:1:1]                           | passed  | 0.00667 seconds |
./spec/helpers/display_helper_spec.rb[1:6:2:1]                           | passed  | 0.00695 seconds |
./spec/helpers/display_helper_spec.rb[1:6:3:1]                           | passed  | 0.00675 seconds |
./spec/helpers/helper_exceptions_spec.rb[1:1]                            | passed  | 0.00286 seconds |
./spec/helpers/helper_exceptions_spec.rb[2:1]                            | passed  | 0.05866 seconds |
./spec/helpers/holdings_helper_spec.rb[1:1]                              | passed  | 0.0052 seconds  |
./spec/helpers/item_alert_helper_spec.rb[1:1]                            | failed  | 0.00509 seconds |
